time,count,precinct
1609873163036,308,Valley Brook
1609876802550,343,Valley Brook
1609880773662,376,Valley Brook
1609883959702,413,Valley Brook
1609887893629,436,Valley Brook
1609891576695,451,Valley Brook
1609851909860,33,Wadsworth
1609855812549,60,Wadsworth
1609859592162,88,Wadsworth
1609863189606,126,Wadsworth
1609866524935,162,Wadsworth
1609870611737,187,Wadsworth
1609874761283,230,Wadsworth
1609877328671,259,Wadsworth
1609880981249,289,Wadsworth
1609884809598,338,Wadsworth
1609888009754,367,Wadsworth
1609892082896,391,Wadsworth
1609851552088,30,Wesley Chapel Library
1609856313977,48,Wesley Chapel Library
1609859071960,72,Wesley Chapel Library
1609861377998,80,Wesley Chapel Library
1609862594581,99,Wesley Chapel Library
1609865998563,113,Wesley Chapel Library
1609867473554,120,Wesley Chapel Library
1609871713727,155,Wesley Chapel Library
1609873790364,163,Wesley Chapel Library
1609877701313,186,Wesley Chapel Library
1609880992266,212,Wesley Chapel Library
1609882630920,225,Wesley Chapel Library
1611068462069,0,Wesley Chapel Library
1611082978945,1,Wesley Chapel Library
1611093789566,4,Wesley Chapel Library
1611154958739,3,Wesley Chapel Library
1611162125562,8,Wesley Chapel Library
1611169994365,9,Wesley Chapel Library
1611180057072,10,Wesley Chapel Library
1611241304244,12,Wesley Chapel Library
1611250493062,15,Wesley Chapel Library
1611255932833,1,Wesley Chapel Library
1611266512743,17,Wesley Chapel Library
1611327563155,0,Wesley Chapel Library
1611335302388,21,Wesley Chapel Library
1611342415293,25,Wesley Chapel Library
1611352895543,29,Wesley Chapel Library
1609851762120,37,Woodrow Road
1609856393132,59,Woodrow Road
1609859904470,87,Woodrow Road
1609862550367,105,Woodrow Road
1609866383771,130,Woodrow Road
1609871112121,170,Woodrow Road
1609877154332,202,Woodrow Road
1609882048560,242,Woodrow Road
1609887826259,298,Woodrow Road
1609851717896,13,Winnona Park
1609855642521,22,Winnona Park
1609858957125,36,Winnona Park
1609862827431,50,Winnona Park
1609866093239,60,Winnona Park
1609869697674,69,Winnona Park
1609873412761,81,Winnona Park
1609877160284,95,Winnona Park
1609880764610,111,Winnona Park
1609884716323,129,Winnona Park
1609887861336,139,Winnona Park
1609851777918,26,Woodridge Elem
1609853827677,44,Woodridge Elem
1609855532332,50,Woodridge Elem
1609859104080,71,Woodridge Elem
1609863116576,100,Woodridge Elem
1609866702512,127,Woodridge Elem
1609870601061,164,Woodridge Elem
1609874159244,182,Woodridge Elem
1609877725453,218,Woodridge Elem
1609881371711,252,Woodridge Elem
1609884812617,289,Woodridge Elem
1609888336288,334,Woodridge Elem
1609891393729,371,Woodridge Elem
1609856196861,59,Warren Tech
1609867855071,135,Warren Tech
1609875140505,176,Warren Tech
1609883607897,247,Warren Tech
1609850620611,28,White Oak
1609854433269,54,White Oak
1609860933156,97,White Oak
1609862145538,107,White Oak
1609865857974,150,White Oak
1609869336462,175,White Oak
1609872919532,199,White Oak
1609881142492,256,White Oak
1609883977399,284,White Oak
1609888603061,312,White Oak
1609891483456,359,White Oak
1609851810101,27,Winters Chapel
1609859257407,79,Winters Chapel
1609861137546,100,Winters Chapel
1609862750242,111,Winters Chapel
1609866659704,134,Winters Chapel
1609869700094,150,Winters Chapel
1609873418053,177,Winters Chapel
1609877131710,203,Winters Chapel
1609880460161,227,Winters Chapel
1609884098393,258,Winters Chapel
1609892053515,276,Winters Chapel
1609850294389,36,Wynbrooke Elem
1609855001164,62,Wynbrooke Elem
1609863702757,136,Wynbrooke Elem
1609871655618,216,Wynbrooke Elem
1609879136099,282,Wynbrooke Elem
1609884785955,335,Wynbrooke Elem
1609888958834,383,Wynbrooke Elem
1609851872514,22,Young Road
1609855392868,33,Young Road
1609858669802,43,Young Road
1609862476916,55,Young Road
1609866872251,64,Young Road
1609869688255,71,Young Road
1609876805617,97,Young Road
1609881113745,112,Young Road
1609884214458,129,Young Road
1609887985074,151,Young Road
